nombre,numero de opiniones,puntuacion sobre 5,ranking,precio,tipos de cocina,dietas especiales,ubicaciones,puntuaciones desglosadas,precio promedio,categoria precio,tipos cocina española,tipos cocina italiana,tipos cocina francesa,tipos cocina europea,tipos cocina asiatica,tipos cocina americana,tipos cocina latinoamerica,tipos cocina africana,tipos cocina arabe,Halal,Kosher,Opciones sin gluten,Opciones veganas,Opciones vegetarianas,Pésimo,Malo,Normal,Muy bueno,Excelente,lat,long,municipio,provincia,codigo postal,direccion completa corregida,datos completos
Restaurante Ricardo,148.0,4.0,,"[12, 50]",['Española'],"['Comidas', 'Cenas', 'Bebidas']","Calle Riazor 8, 15004 A Coruña España","['7', '8', '17', '37', '79']",31.0,medio,True,False,False,False,False,False,False,False,False,False,False,False,False,False,7.0,8.0,17.0,37.0,79.0,43.3678754,-8.4111833,A Coruña,A Coruña,15004,"Rúa Riazor, 8, 15004 A Coruña, Spain","{'results': [{'address_components': [{'long_name': '8', 'short_name': '8', 'types': ['street_number']}, {'long_name': 'Rúa Riazor', 'short_name': 'Rúa Riazor', 'types': ['route']}, {'long_name': 'A Coruña', 'short_name': 'A Coruña', 'types': ['locality', 'political']}, {'long_name': 'A Coruña', 'short_name': 'C', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Galicia', 'short_name': 'GA', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Spain', 'short_name': 'ES', 'types': ['country', 'political']}, {'long_name': '15004', 'short_name': '15004', 'types': ['postal_code']}], 'formatted_address': 'Rúa Riazor, 8, 15004 A Coruña, Spain', 'geometry': {'location': {'lat': 43.3678754, 'lng': -8.4111833}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 43.3692491802915, 'lng': -8.409831669708497}, 'southwest': {'lat': 43.3665512197085, 'lng': -8.412529630291502}}}, 'place_id': 'ChIJp9SIZWJ8Lg0Rvi90Rr2aMyU', 'plus_code': {'compound_code': '9H9Q+5G A Coruña, Spain', 'global_code': '8CMH9H9Q+5G'}, 'types': ['street_address']}], 'status': 'OK'}"
Casa de Comidas Momos,121.0,4.0,,,['Española'],,"Cuesta Santo Domingo, 16, A Coruña España","['5', '3', '11', '44', '58']",,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0,3.0,11.0,44.0,58.0,43.36986659999999,-8.3913575,A Coruña,A Coruña,15001,"Praza Santo Domingo, 16, 15001 A Coruña, Spain","{'results': [{'address_components': [{'long_name': '16', 'short_name': '16', 'types': ['street_number']}, {'long_name': 'Praza Santo Domingo', 'short_name': 'Praza Santo Domingo', 'types': ['route']}, {'long_name': 'A Coruña', 'short_name': 'A Coruña', 'types': ['locality', 'political']}, {'long_name': 'A Coruña', 'short_name': 'C', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Galicia', 'short_name': 'GA', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Spain', 'short_name': 'ES', 'types': ['country', 'political']}, {'long_name': '15001', 'short_name': '15001', 'types': ['postal_code']}], 'formatted_address': 'Praza Santo Domingo, 16, 15001 A Coruña, Spain', 'geometry': {'location': {'lat': 43.36986659999999, 'lng': -8.3913575}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 43.37118943029151, 'lng': -8.389508669708498}, 'southwest': {'lat': 43.36849146970851, 'lng': -8.392206630291502}}}, 'place_id': 'ChIJxZrYhYF7Lg0R081B8acK-Jw', 'plus_code': {'compound_code': '9J95+WF A Coruña, Spain', 'global_code': '8CMH9J95+WF'}, 'types': ['street_address']}, {'address_components': [{'long_name': 'a', 'short_name': 'a', 'types': ['subpremise']}, {'long_name': '16', 'short_name': '16', 'types': ['street_number']}, {'long_name': 'Praza Santo Domingo', 'short_name': 'Praza Santo Domingo', 'types': ['route']}, {'long_name': 'A Coruña', 'short_name': 'A Coruña', 'types': ['locality', 'political']}, {'long_name': 'A Coruña', 'short_name': 'C', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Galicia', 'short_name': 'GA', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Spain', 'short_name': 'ES', 'types': ['country', 'political']}, {'long_name': '15001', 'short_name': '15001', 'types': ['postal_code']}], 'formatted_address': 'Praza Santo Domingo, 16, a, 15001 A Coruña, Spain', 'geometry': {'location': {'lat': 43.36986659999999, 'lng': -8.3913575}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 43.37118943029151, 'lng': -8.389508669708498}, 'southwest': {'lat': 43.36849146970851, 'lng': -8.392206630291502}}}, 'place_id': 'EjJQcmF6YSBTYW50byBEb21pbmdvLCAxNiwgYSwgMTUwMDEgQSBDb3J1w7FhLCBTcGFpbiIdGhsKFgoUChIJxZrYhYF7Lg0R081B8acK-JwSAWE', 'types': ['subpremise']}], 'status': 'OK'}"
El Mirador del Madrileño,106.0,4.5,,"[15, 35]","['Marisco', 'Española', 'Saludable']","['Comidas', 'Cenas']","Avenida Ernesto Che Guevara 73, 15172 Perillo España","['1', '5', '9', '37', '54']",25.0,medio,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,5.0,9.0,37.0,54.0,43.3373537,-8.3735845,Oleiros,A Coruña,15172,"Avenida Ernesto Che Guevara, 73, 15172 Oleiros, A Coruña, Spain","{'results': [{'address_components': [{'long_name': '73', 'short_name': '73', 'types': ['street_number']}, {'long_name': 'Avenida Ernesto Che Guevara', 'short_name': 'Avenida Ernesto Che Guevara', 'types': ['route']}, {'long_name': 'Oleiros', 'short_name': 'Oleiros', 'types': ['locality', 'political']}, {'long_name': 'A Coruña', 'short_name': 'C', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Galicia', 'short_name': 'GA', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Spain', 'short_name': 'ES', 'types': ['country', 'political']}, {'long_name': '15172', 'short_name': '15172', 'types': ['postal_code']}], 'formatted_address': 'Avenida Ernesto Che Guevara, 73, 15172 Oleiros, A Coruña, Spain', 'geometry': {'location': {'lat': 43.3373537, 'lng': -8.3735845}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 43.3386553802915, 'lng': -8.372200019708497}, 'southwest': {'lat': 43.3359574197085, 'lng': -8.374897980291502}}}, 'place_id': 'ChIJBU_SOzZ7Lg0RYwbeEu3PdAc', 'plus_code': {'compound_code': '8JPG+WH Oleiros, Spain', 'global_code': '8CMH8JPG+WH'}, 'types': ['street_address']}], 'status': 'OK'}"
A Codorniz,133.0,4.0,,,"['Española', 'Bar', 'Pub']",,"Calle Galera 10, 15003 A Coruña España","['4', '2', '15', '66', '46']",,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,4.0,2.0,15.0,66.0,46.0,43.3707631,-8.399619999999999,A Coruña,A Coruña,15003,"Rúa Galera, 10, 15003 A Coruña, Spain","{'results': [{'address_components': [{'long_name': '10', 'short_name': '10', 'types': ['street_number']}, {'long_name': 'Rúa Galera', 'short_name': 'Rúa Galera', 'types': ['route']}, {'long_name': 'A Coruña', 'short_name': 'A Coruña', 'types': ['locality', 'political']}, {'long_name': 'A Coruña', 'short_name': 'C', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Galicia', 'short_name': 'GA', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Spain', 'short_name': 'ES', 'types': ['country', 'political']}, {'long_name': '15003', 'short_name': '15003', 'types': ['postal_code']}], 'formatted_address': 'Rúa Galera, 10, 15003 A Coruña, Spain', 'geometry': {'location': {'lat': 43.3707631, 'lng': -8.399619999999999}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 43.3723655302915, 'lng': -8.398731169708498}, 'southwest': {'lat': 43.3696675697085, 'lng': -8.401429130291502}}}, 'place_id': 'ChIJK4nP5n58Lg0RB-wN94qH18Y', 'plus_code': {'compound_code': '9JC2+85 A Coruña, Spain', 'global_code': '8CMH9JC2+85'}, 'types': ['street_address']}], 'status': 'OK'}"
Manteleria,143.0,4.0,,,['Española'],,"calle Manteleria 15003, A Coruña España","['0', '6', '26', '65', '46']",,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,6.0,26.0,65.0,46.0,43.3691617,-8.4033625,A Coruña,Galicia,15003,"Rúa Mantelería, 15003 A Coruña, Spain","{'results': [{'address_components': [{'long_name': 'Rúa Mantelería', 'short_name': 'Rúa Mantelería', 'types': ['route']}, {'long_name': 'A Coruña', 'short_name': 'A Coruña', 'types': ['locality', 'political']}, {'long_name': 'A Coruña', 'short_name': 'C', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Galicia', 'short_name': 'GA', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Spain', 'short_name': 'ES', 'types': ['country', 'political']}, {'long_name': '15003', 'short_name': '15003', 'types': ['postal_code']}], 'formatted_address': 'Rúa Mantelería, 15003 A Coruña, Spain', 'geometry': {'bounds': {'northeast': {'lat': 43.3694768, 'lng': -8.4031317}, 'southwest': {'lat': 43.3689639, 'lng': -8.403699099999999}}, 'location': {'lat': 43.3691617, 'lng': -8.4033625}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 43.3705693302915, 'lng': -8.402066419708497}, 'southwest': {'lat': 43.3678713697085, 'lng': -8.4047643802915}}}, 'place_id': 'ChIJmXbntX18Lg0R2myjsE1lqEc', 'types': ['route']}], 'status': 'OK'}"
Intenso Cocina Peculiar,153.0,4.0,,,"['Mediterránea', 'Española']",,"Calle de la Barrera 23, 15001 A Coruña España","['6', '11', '19', '42', '75']",,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,6.0,11.0,19.0,42.0,75.0,43.3714386,-8.3996713,A Coruña,A Coruña,15001,"Rúa Barrera, 23, 15001 A Coruña, Spain","{'results': [{'address_components': [{'long_name': '23', 'short_name': '23', 'types': ['street_number']}, {'long_name': 'Rúa Barrera', 'short_name': 'Rúa Barrera', 'types': ['route']}, {'long_name': 'A Coruña', 'short_name': 'A Coruña', 'types': ['locality', 'political']}, {'long_name': 'A Coruña', 'short_name': 'C', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Galicia', 'short_name': 'GA', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Spain', 'short_name': 'ES', 'types': ['country', 'political']}, {'long_name': '15001', 'short_name': '15001', 'types': ['postal_code']}], 'formatted_address': 'Rúa Barrera, 23, 15001 A Coruña, Spain', 'geometry': {'location': {'lat': 43.3714386, 'lng': -8.3996713}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 43.3728812302915, 'lng': -8.398309569708497}, 'southwest': {'lat': 43.37018326970851, 'lng': -8.401007530291501}}}, 'place_id': 'ChIJ6XZI2n58Lg0R8tisLO2-NqQ', 'plus_code': {'compound_code': '9JC2+H4 A Coruña, Spain', 'global_code': '8CMH9JC2+H4'}, 'types': ['street_address']}], 'status': 'OK'}"
URO Rest & Club,71.0,4.5,,,['Española'],,"Rúa Payo Gómez, 12, 15004 A Coruña España","['1', '5', '6', '13', '46']",,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,5.0,6.0,13.0,46.0,43.3672931,-8.4068791,A Coruña,A Coruña,15004,"Rúa Payo Gómez, 12, 15004 A Coruña, Spain","{'results': [{'address_components': [{'long_name': '12', 'short_name': '12', 'types': ['street_number']}, {'long_name': 'Rúa Payo Gómez', 'short_name': 'Rúa Payo Gómez', 'types': ['route']}, {'long_name': 'A Coruña', 'short_name': 'A Coruña', 'types': ['locality', 'political']}, {'long_name': 'A Coruña', 'short_name': 'C', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Galicia', 'short_name': 'GA', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Spain', 'short_name': 'ES', 'types': ['country', 'political']}, {'long_name': '15004', 'short_name': '15004', 'types': ['postal_code']}], 'formatted_address': 'Rúa Payo Gómez, 12, 15004 A Coruña, Spain', 'geometry': {'bounds': {'northeast': {'lat': 43.36745370000001, 'lng': -8.406679800000001}, 'southwest': {'lat': 43.3671574, 'lng': -8.407121799999999}}, 'location': {'lat': 43.3672931, 'lng': -8.4068791}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 43.36865453029151, 'lng': -8.4055627697085}, 'southwest': {'lat': 43.36595656970851, 'lng': -8.408260730291504}}}, 'place_id': 'ChIJA7QBUX18Lg0RljyrJZZPCF0', 'types': ['premise']}], 'status': 'OK'}"
La Famiglia,223.0,4.0,,"[6, 22]","['Italiana', 'Mediterránea']","['Opciones vegetarianas', 'Opciones veganas', 'Opciones sin gluten']","Paseo Ronda 45, 15011 A Coruña España","['23', '15', '24', '37', '124']",14.0,bajo,False,True,False,False,False,False,False,False,False,False,False,True,True,True,23.0,15.0,24.0,37.0,124.0,43.3685686,-8.4212924,A Coruña,La Coruña,15011,"Paseo Rda., 45, 15011 A Coruña, La Coruña, Spain","{'results': [{'address_components': [{'long_name': '45', 'short_name': '45', 'types': ['street_number']}, {'long_name': 'Paseo Ronda', 'short_name': 'Paseo Rda.', 'types': ['route']}, {'long_name': 'A Coruña', 'short_name': 'A Coruña', 'types': ['locality', 'political']}, {'long_name': 'La Coruña', 'short_name': 'C', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Galicia', 'short_name': 'GA', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Spain', 'short_name': 'ES', 'types': ['country', 'political']}, {'long_name': '15011', 'short_name': '15011', 'types': ['postal_code']}], 'formatted_address': 'Paseo Rda., 45, 15011 A Coruña, La Coruña, Spain', 'geometry': {'bounds': {'northeast': {'lat': 43.3686867, 'lng': -8.4211287}, 'southwest': {'lat': 43.3684823, 'lng': -8.421391999999999}}, 'location': {'lat': 43.3685686, 'lng': -8.4212924}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 43.3699334802915, 'lng': -8.419939869708497}, 'southwest': {'lat': 43.3672355197085, 'lng': -8.422637830291501}}}, 'place_id': 'ChIJ6btL_158Lg0R0QTZo313CSo', 'types': ['premise']}], 'status': 'OK'}"
El Refugio,341.0,4.0,,,"['Marisco', 'Mediterránea', 'Española', 'Internacional']",,"Praza Galicia 8, 15173 Oleiros España","['28', '14', '27', '107', '165']",,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,28.0,14.0,27.0,107.0,165.0,43.3334689,-8.316246699999999,Oleiros,La Coruña,15173,"Pl. de Galicia, 8, 15173 Oleiros, La Coruña, Spain","{'results': [{'address_components': [{'long_name': '8', 'short_name': '8', 'types': ['street_number']}, {'long_name': 'Plaza de Galicia', 'short_name': 'Pl. de Galicia', 'types': ['route']}, {'long_name': 'Oleiros', 'short_name': 'Oleiros', 'types': ['locality', 'political']}, {'long_name': 'La Coruña', 'short_name': 'C', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Galicia', 'short_name': 'GA', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Spain', 'short_name': 'ES', 'types': ['country', 'political']}, {'long_name': '15173', 'short_name': '15173', 'types': ['postal_code']}], 'formatted_address': 'Pl. de Galicia, 8, 15173 Oleiros, La Coruña, Spain', 'geometry': {'location': {'lat': 43.3334689, 'lng': -8.316246699999999}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 43.3348412802915, 'lng': -8.314934719708496}, 'southwest': {'lat': 43.3321433197085, 'lng': -8.317632680291501}}}, 'place_id': 'ChIJ9QlZEFNlLg0RaHmdQZReYOY', 'plus_code': {'compound_code': '8MMM+9G Oleiros, Spain', 'global_code': '8CMH8MMM+9G'}, 'types': ['street_address']}], 'status': 'OK'}"
Esencia Restaurante,71.0,4.5,,"[18, 50]","['Española', 'Mediterránea']","['Opciones sin gluten', 'Opciones vegetarianas']","Avenida Santiago Rey Fernández Latorre 45, 15006 A Coruña España","['1', '2', '8', '13', '47']",34.0,medio,True,False,False,False,False,False,False,False,False,False,False,True,False,True,1.0,2.0,8.0,13.0,47.0,43.3560484,-8.404358199999999,A Coruña,A Coruña,15006,"Rúa Santiago Rey Fernández Latorre, 45, 15006 A Coruña, Spain","{'results': [{'address_components': [{'long_name': '45', 'short_name': '45', 'types': ['street_number']}, {'long_name': 'Rúa Santiago Rey Fernández Latorre', 'short_name': 'Rúa Santiago Rey Fernández Latorre', 'types': ['route']}, {'long_name': 'A Coruña', 'short_name': 'A Coruña', 'types': ['locality', 'political']}, {'long_name': 'A Coruña', 'short_name': 'C', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Galicia', 'short_name': 'GA', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Spain', 'short_name': 'ES', 'types': ['country', 'political']}, {'long_name': '15006', 'short_name': '15006', 'types': ['postal_code']}], 'formatted_address': 'Rúa Santiago Rey Fernández Latorre, 45, 15006 A Coruña, Spain', 'geometry': {'location': {'lat': 43.3560484, 'lng': -8.404358199999999}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 43.3573856302915, 'lng': -8.403064169708497}, 'southwest': {'lat': 43.3546876697085, 'lng': -8.405762130291501}}}, 'place_id': 'ChIJszfNHpt8Lg0RnUH3SG33D94', 'plus_code': {'compound_code': '9H4W+C7 A Coruña, Spain', 'global_code': '8CMH9H4W+C7'}, 'types': ['street_address']}], 'status': 'OK'}"
Vermuteria Chitin,62.0,4.5,,,"['Española', 'Saludable']",,"Rúa Emilia Pardo Bazán, 14, 15005 A Coruña España","['2', '2', '7', '8', '43']",,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2.0,2.0,7.0,8.0,43.0,43.3632245,-8.4071894,A Coruña,A Coruña,15005,"Rúa Emilia Pardo Bazán, 14, 15005 A Coruña, Spain","{'results': [{'address_components': [{'long_name': '14', 'short_name': '14', 'types': ['street_number']}, {'long_name': 'Rúa Emilia Pardo Bazán', 'short_name': 'Rúa Emilia Pardo Bazán', 'types': ['route']}, {'long_name': 'A Coruña', 'short_name': 'A Coruña', 'types': ['locality', 'political']}, {'long_name': 'A Coruña', 'short_name': 'C', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Galicia', 'short_name': 'GA', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Spain', 'short_name': 'ES', 'types': ['country', 'political']}, {'long_name': '15005', 'short_name': '15005', 'types': ['postal_code']}], 'formatted_address': 'Rúa Emilia Pardo Bazán, 14, 15005 A Coruña, Spain', 'geometry': {'location': {'lat': 43.3632245, 'lng': -8.4071894}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 43.3644926802915, 'lng': -8.405795719708498}, 'southwest': {'lat': 43.3617947197085, 'lng': -8.408493680291503}}}, 'place_id': 'ChIJCe_ZIYZ8Lg0Rz6tk5ONruxI', 'plus_code': {'compound_code': '9H7V+74 A Coruña, Spain', 'global_code': '8CMH9H7V+74'}, 'types': ['street_address']}], 'status': 'OK'}"
Surrey Coruna,155.0,4.0,,"[4, 8]","['Española', 'Bar']","['Comidas', 'Cenas', 'Bebidas']","20 Rua Barrera, A Coruña España","['4', '9', '15', '57', '70']",6.0,bajo,True,False,False,False,False,False,False,False,False,False,False,False,False,False,4.0,9.0,15.0,57.0,70.0,43.3713223,-8.399448999999999,A Coruña,A Coruña,15001,"Rúa Barrera, 20, 15001 A Coruña, Spain","{'results': [{'address_components': [{'long_name': '20', 'short_name': '20', 'types': ['street_number']}, {'long_name': 'Rúa Barrera', 'short_name': 'Rúa Barrera', 'types': ['route']}, {'long_name': 'A Coruña', 'short_name': 'A Coruña', 'types': ['locality', 'political']}, {'long_name': 'A Coruña', 'short_name': 'C', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Galicia', 'short_name': 'GA', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Spain', 'short_name': 'ES', 'types': ['country', 'political']}, {'long_name': '15001', 'short_name': '15001', 'types': ['postal_code']}], 'formatted_address': 'Rúa Barrera, 20, 15001 A Coruña, Spain', 'geometry': {'location': {'lat': 43.3713223, 'lng': -8.399448999999999}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 43.3728128802915, 'lng': -8.398218069708498}, 'southwest': {'lat': 43.37011491970851, 'lng': -8.400916030291503}}}, 'place_id': 'ChIJzbck2X58Lg0R0Xn9H_FknMU', 'plus_code': {'compound_code': '9JC2+G6 A Coruña, Spain', 'global_code': '8CMH9JC2+G6'}, 'types': ['street_address']}, {'address_components': [{'long_name': 'a', 'short_name': 'a', 'types': ['subpremise']}, {'long_name': '20', 'short_name': '20', 'types': ['street_number']}, {'long_name': 'Rúa Barrera', 'short_name': 'Rúa Barrera', 'types': ['route']}, {'long_name': 'A Coruña', 'short_name': 'A Coruña', 'types': ['locality', 'political']}, {'long_name': 'A Coruña', 'short_name': 'C', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Galicia', 'short_name': 'GA', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Spain', 'short_name': 'ES', 'types': ['country', 'political']}, {'long_name': '15001', 'short_name': '15001', 'types': ['postal_code']}], 'formatted_address': 'Rúa Barrera, 20, a, 15001 A Coruña, Spain', 'geometry': {'location': {'lat': 43.3713223, 'lng': -8.399448999999999}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 43.3728128802915, 'lng': -8.398218069708498}, 'southwest': {'lat': 43.37011491970851, 'lng': -8.400916030291503}}}, 'place_id': 'EitSw7phIEJhcnJlcmEsIDIwLCBhLCAxNTAwMSBBIENvcnXDsWEsIFNwYWluIh0aGwoWChQKEgnNtyTZfnwuDRHRef0f8WScxRIBYQ', 'types': ['subpremise']}], 'status': 'OK'}"
