Shinatoraya;154;4,5;1.043;['30', '150'];['Japonesa', ' Asiática', ' Saludable', ' Fusión japonesa'];['Opciones vegetarianas', ' Opciones sin gluten'];Calle Claudio Coello 41, 28001 Madrid España;['8', '1', '9', '24', '76'];
Himalaya;221;4;1.044;nan;['India', ' Asiática', ' Pakistaní'];nan;Costanilla Angeles 18, 28013 Madrid España;['7', '5', '6', '45', '97'];
El Imparcial Madrid;1101;4;1.039;['15', '30'];['Mediterránea', ' Europea', ' Española', ' Saludable'];['Opciones vegetarianas', ' Opciones veganas', ' Opciones sin gluten'];Calle Duque De Alba, 4, 28012 Madrid España;['50', '79', '205', '371', '252'];
El Café de La Ópera;669;3,5;1.045;nan;['Café', ' Internacional', ' Mediterránea', ' Europea', ' Española', ' Tienda gourmet'];nan;Calle Arrieta N 6, 28013 Madrid España;['62', '41', '35', '116', '230'];
Distrito 798;457;4;1.046;['24', '47'];['Japonesa', ' Sushi', ' Asiática', ' Fusión'];['Opciones vegetarianas', ' Opciones veganas', ' Opciones sin gluten'];Calle Poeta Joan Maragall 43 Antigua Calle Capitán Haya, 28020 Madrid España;['17', '39', '86', '157', '143'];
Emma y Julia;542;4;1.047;nan;['Italiana', ' Pizza', ' Mediterránea', ' Europea', ' Napolitana', ' De Campania', ' Del sur de Italia'];nan;Calle Cava Baja 19, 28005 Madrid España;['37', '26', '63', '144', '169'];
Il Pastaio;317;4;1.070;nan;['Italiana', ' Mediterránea', ' Europea', ' Siciliana', ' Del sur de Italia'];nan;Calle Rios Rosas 49, 28003 Madrid España;['15', '10', '45', '104', '124'];
TASTE GALLERY;1186;4;1.071;['10', '35'];['Bar', ' Mediterránea', ' Europea', ' Española'];['Opciones vegetarianas', ' Opciones veganas', ' Opciones sin gluten'];Plaza San Miguel 8, 28005 Madrid España;['59', '33', '52', '168', '276'];
Divina Locura;63;4,5;1.072;['24', '38'];['Mediterránea', ' Española', ' Saludable'];['Comidas', ' Cenas', ' Abierto hasta tarde', ' Bebidas'];Calle Fernando Higueras 19, 28055 Madrid España;['2', '2', '2', '6', '48'];
Starbeers;60;4,5;1.073;['4', '18'];['Pub con cerveza artesanal', ' Internacional', ' Bar', ' Pub', ' Fusión'];['Opciones vegetarianas', ' Opciones veganas'];Calle Almendro 8, 28005 Madrid España;['0', '0', '1', '9', '39'];
Mashita;157;4,5;1.074;nan;['Japonesa', ' Sushi', ' Asiática', ' Coreana'];nan;Calle De La Bola, 12, 28013 Madrid España;['3', '5', '7', '56', '64'];
Camino;378;4;1.075;nan;['Europea', ' Española'];nan;Calle Gutiérrez Solana, 6, 28036 Madrid España;['24', '20', '47', '115', '151'];
Ciudad de Tui;1047;4;1.077;nan;['Marisco', ' Mediterránea', ' Europea', ' Española', ' Saludable'];nan;Calle Montera 22, 28013 Madrid España;['32', '22', '49', '119', '454'];
El Chirivito;78;4,5;1.098;['9', '30'];['Fusión', ' Mediterránea'];['Opciones vegetarianas'];Calle General Zabala, 2, 28002 Madrid España;['3', '1', '0', '9', '63'];
nan;464;4;.º 87;nan;['Bar', ' Comida rápida', ' Española'];nan;Calle Gran Via 63, 28013 Madrid España;['23', '17', '60', '89', '68'];
La Cuchara;360;4;1.100;['10', '20'];['Latina', ' Venezolana'];['Opciones vegetarianas', ' Opciones veganas'];Calle conde de peñalver 82 Barrio de salamanca, 28006 Madrid España;['18', '18', '39', '108', '142'];
La Castañal;186;4,5;1.101;nan;['Marisco', ' Española'];nan;C/ Berruguete, 78, 28039 Madrid España;['4', '8', '15', '62', '92'];
Cerveceria Polar;64;4,5;1.102;nan;['Alemana'];nan;Calle Olite 43, 28039 Madrid España;['0', '0', '0', '18', '43'];
Dionisos Figueroa;544;3,5;1.103;nan;['Mediterránea', ' Europea', ' Griega'];nan;Calle de Augusto Figueroa 8, 28004 Madrid España;['34', '34', '96', '189', '128'];
perretxiCo Corazón de María;128;4;1.104;['3', '35'];['Mediterránea', ' Española'];['Desayuno', ' Comidas', ' Cenas', ' Bebidas'];Calle Corazon de Maria 37, 28002 Madrid España;['9', '10', '10', '14', '85'];
Alright;65;4,5;1.126;nan;['Americana'];nan;ALRIGHT Calle de Lopez de Hoyos 8, 28002 Madrid España;['1', '1', '4', '16', '41'];
Ninja Ramen Restaurante;403;4;1.127;['15', '25'];['Japonesa', ' Asiática'];['Opciones vegetarianas', ' Opciones veganas'];Calle Barceló 1, 28004 Madrid España;['26', '22', '75', '140', '104'];
Enigmatium Madrid;300;4;1.128;nan;['Española'];nan;Primer enigma a resolver Centro de Madrid, 28006 Madrid España;['30', '13', '22', '78', '157'];
Cerveceria 100 Montaditos;245;4;1.129;nan;['Bar', ' Comida rápida', ' Española'];nan;Calle Postas, 13, 28012 Madrid, Madrid España;['7', '5', '20', '54', '39'];
Hot Now;150;4,5;1.130;['10', '15'];['Pizza', ' Italiana', ' Mediterránea', ' Napolitana', ' De Campania', ' Del sur de Italia'];['Opciones vegetarianas', ' Opciones veganas'];Calle Barbieri 14, 28004 Madrid España;['11', '4', '6', '27', '70'];
Haches;193;4,5;1.131;['19', '76'];['Mediterránea', ' Española'];['Opciones vegetarianas', ' Opciones veganas', ' Opciones sin gluten'];HACHES Calle de Jose Ortega y Gasset 79, 28006 Madrid España;['10', '12', '11', '30', '111'];
El Vodevil Gastrobar;60;5;1.132;['6', '30'];['Mediterránea', ' Española', ' Bar', ' Saludable', ' Vinoteca', ' Pub restaurante'];['Comidas', ' Cenas', ' Abierto hasta tarde', ' Bebidas'];Calle Capitán Salazar Martinez 11, 28005 Madrid España;['0', '1', '1', '2', '52'];
Public;1190;4;1.155;['20', '30'];['Mediterránea', ' Saludable'];['Opciones vegetarianas', ' Opciones veganas', ' Opciones sin gluten'];Calle Desengaño, 11, 28004 Madrid España;['63', '58', '182', '405', '240'];
Thai Orchid;228;4;1.154;nan;['Asiática', ' Tailandesa'];nan;Calle Colmenares 5, 28004 Madrid España;['10', '9', '17', '60', '99'];
Ramses Madrid;1491;3,5;1.156;nan;['Europea', ' Española', ' Mediterránea', ' Contemporánea'];nan;Plaza De La Independencia, 4 Puerta de Alcala, 28001 Madrid España;['137', '94', '175', '338', '406'];
Sal Gorda;218;4;1.157;['35', '55'];['Española', ' Europea'];['Opciones sin gluten'];Calle Beatriz de Bobadilla 9 Acceso por el número 3 de la calle, 28040 Madrid España;['7', '13', '23', '73', '97'];
Thai Arturo Soria;994;3,5;1.159;['30', '40'];['Asiática', ' Tailandesa', ' Internacional', ' Saludable', ' Street food / Comida en la calle'];['Opciones vegetarianas', ' Opciones veganas', ' Opciones sin gluten'];calle arturo soria 205, 28033 Madrid España;['63', '78', '199', '316', '269'];
Piri Piri Frango;62;4,5;1.158;['10', '16'];['Portuguesa', ' Barbacoa', ' Europea'];['Comidas', ' Cenas', ' Bebidas'];Calle Marqués De Valdeiglesias 5, 28004 Madrid España;['2', '4', '2', '6', '36'];
The Box Parque Sur;314;4;8;nan;['Americana'];nan;Avenida Gran Bretana, S/N, 28916 Leganés España;['23', '21', '28', '61', '178'];
Distrito 1 - Las Tablas;54;4,5;1.180;['9', '14'];['Asiática', ' Vietnamita', ' Sopas'];['Comidas', ' Cenas', ' Abierto hasta tarde', ' Bebidas'];Paseo San Millán de la Cogolla, 9, 28050 Madrid España;['1', '2', '2', '6', '43'];
La Porcineria;136;4,5;1.181;['15', '25'];['Internacional', ' Fusión'];['Opciones sin gluten'];Calle de Lagasca, 103, 28006 Madrid España;['4', '5', '17', '33', '66'];
Grosso Napoletano;755;4;1.182;['7', '15'];['Italiana', ' Pizza', ' Mediterránea', ' Europea', ' Napolitana', ' De Campania', ' Del sur de Italia'];['Opciones vegetarianas', ' Opciones veganas'];Calle Hermosilla, 85, 28001 Madrid España;['105', '48', '68', '135', '293'];
Feng;138;4,5;15;nan;['Asiática', ' China', ' Japonesa', ' Sushi'];nan;Calle Islas Cíes, nº 3-5, 28924 Alcorcón España;['4', '4', '14', '33', '83'];
Piri Piri Frango - Prosperidad;37;4,5;1.183;['10', '17'];['Comidas', ' Cenas', ' Bebidas'];['A domicilio', ' Para llevar', ' Reservas', ' Capacidad', ' Sirve alcohol', ' Acepta tarjetas de crédito', ' Servicio de mesa', ' Aparcamiento en la calle', ' Acceso para discapacitados', ' Vino y cerveza', ' Admite perros', ' Estilo familiar'];C. de López de Hoyos, 127, 28002 Madrid España;['1', '0', '1', '5', '29'];
Ochenta Grados Castellana;171;4;1.184;nan;['Comida rápida', ' Española', ' Mediterránea'];nan;Paseo Castellana 128, 28046 Madrid España;['10', '9', '24', '45', '72'];
Restaurante La Misión;342;4;1.185;['19', '24'];['Mediterránea', ' Europea', ' Española'];['Opciones vegetarianas', ' Opciones veganas', ' Opciones sin gluten'];C. José Silva, 22, 28043 Madrid España;['19', '15', '45', '146', '106'];
St James Rosario Pino;506;4;1.206;nan;['Mediterránea', ' Europea', ' Española'];nan;Calle Rosario Pino 14, 28020 Madrid España;['30', '24', '68', '208', '142'];
Arroceria La Bahia;273;4;1.207;nan;['Mediterránea', ' Europea', ' Española'];nan;Calle Dulcinea 65, 28020 Madrid España;['13', '12', '22', '74', '136'];
Restaurante Yunie;146;4,5;1.208;nan;['Libanesa', ' De Oriente Medio', ' Mediterránea'];nan;Calle De Meléndez Valdés, 64, 28015 Madrid España;['6', '8', '7', '26', '84'];
MEGU;129;4,5;1.210;['10', '20'];['China', ' Japonesa', ' Sushi', ' Asiática', ' Tailandesa'];['Opciones vegetarianas', ' Opciones veganas', ' Opciones sin gluten'];Paseo de los Olmos, 28, 28005 Madrid España;['3', '3', '13', '40', '60'];
Cervecería Monje;139;4,5;1.209;nan;['Marisco', ' Mediterránea', ' Española'];nan;Cuesta Santo Domingo 14, 28013 Madrid España;['3', '1', '7', '22', '77'];
Surya Callao;251;4;1.211;['7', '15'];['India'];['Opciones vegetarianas', ' Opciones veganas', ' Opciones sin gluten'];Calle Tudescos 4, 28004 Madrid España;['9', '18', '32', '61', '64'];
Coquetto Bar;63;4,5;1.212;['15', '30'];['Española', ' Mediterránea', ' Bar', ' Asador', ' Pub', ' Saludable', ' Bares para comer'];['Opciones vegetarianas'];Calle Fortuny 2, 28010 Madrid España;['1', '1', '6', '18', '29'];
Beefcious Montecarmelo;136;4;1.232;['8', '21'];['Americana'];['Opciones vegetarianas'];Avenida del Monasterio de El Escorial 77 Local 3, 28049 Madrid España;['4', '6', '14', '41', '70'];
El Jamón del Abuelo;209;4;1.233;['20', '70'];['Mediterránea', ' Europea', ' Española'];['Opciones vegetarianas', ' Opciones sin gluten'];Calle Victor Andres Belaunde 36, 28016 Madrid España;['6', '9', '18', '67', '99'];
Kuraya;197;4;1.235;nan;['Japonesa', ' Sushi', ' Asiática', ' Sopas'];nan;Plaza Herradores 7, 28013 Madrid España;['8', '10', '20', '47', '82'];
La Pequeña Graná ;236;4;1.236;nan;['Bar', ' Española', ' Mediterránea'];nan;Calle Embajadores 124, 28045 Madrid España;['10', '14', '27', '100', '79'];
Seara Café;46;5;1.234;['3', '20'];['Café', ' Española', ' Saludable'];['Opciones vegetarianas', ' Opciones veganas'];Calle Ferraz 13, 28008 Madrid España;['1', '0', '1', '1', '37'];
Creperie Ma Bretagne;189;4;1.237;nan;['Francesa'];nan;Calle San Vicente Ferrer 9, 28004 Madrid España;['4', '10', '18', '61', '85'];
DF Bar Torteria;246;4;1.238;nan;['Mexicana'];nan;Calle Leon 31, 28014 Madrid España;['9', '15', '26', '52', '115'];
100 Montaditos;492;4;1.260;nan;['Bar', ' Comida rápida', ' Española'];nan;Calle Alcala 339, 28027 Madrid España;['31', '13', '42', '69', '68'];
La Pagoda;336;4;1.261;['11', '50'];['Japonesa', ' Sushi', ' Asiática'];['Opciones vegetarianas', ' Opciones veganas', ' Opciones sin gluten'];Calle Felix Boix 7, 28036 Madrid España;['22', '17', '52', '135', '104'];
Hotel Regina Restaurant;160;4;1.262;nan;['Mediterránea', ' Europea', ' Española'];nan;Calle Alcala 19, 28014 Madrid España;['2', '1', '10', '34', '45'];
Bar Tomate;1242;3,5;1.263;nan;['Mediterránea', ' Europea', ' Española'];nan;Calle Fernando El Santo 26, 28010 Madrid España;['68', '117', '261', '379', '229'];
MICASITA  BUVETTE;112;4,5;1.264;nan;['Mediterránea', ' Española', ' Vinoteca', ' Bar', ' Europea'];nan;Calle Gutenberg 6, 28014 Madrid España;['5', '5', '4', '14', '50'];
Restaurante Marisquería Criado;214;4;1.265;nan;['Española', ' Marisco', ' Mediterránea'];nan;Lopez de hoyos, 198 San Nazario, 3, 28002 Madrid España;['18', '8', '14', '57', '103'];
Aguirre;25;5;18;nan;['Española', ' Tienda gourmet'];nan;Calle Segundo Mata 1, 28224 Pozuelo de Alarcón España;['0', '0', '1', '0', '24'];
Lara Grill;126;4;1.288;['8', '20'];['Americana', ' Comida rápida', ' Street food / Comida en la calle', ' Venezolana', ' Sudamericana'];['Comidas', ' Cenas', ' Abierto hasta tarde', ' Bebidas'];Calle Hortaleza 96, 28004 Madrid España;['6', '8', '11', '24', '66'];
La Taberna de Buendi;192;4;1.286;nan;['Mediterránea', ' Española'];nan;Calle Doctor Castelo 15, 28009 Madrid España;['7', '8', '24', '75', '63'];
Jai-Alai;248;4;1.287;nan;['Mediterránea', ' Europea', ' Española'];nan;Calle Balbina Valverde 2, 28002 Madrid España;['8', '14', '35', '95', '79'];
Bolero Meatballs;227;4;1.289;nan;['Comida rápida'];nan;Calle Conchas 4, 28013 Madrid España;['5', '20', '32', '85', '75'];
Restaurante Dadam;59;4,5;1.290;['6', '25'];['Asiática', ' Coreana', ' Barbacoa'];['Opciones vegetarianas', ' Opciones veganas'];Calle Factor 8, 28013 Madrid España;['0', '0', '1', '9', '40'];
La Paella de la Reina 39;1746;3,5;1.291;['25', '45'];['Comedor', ' Española'];['Opciones vegetarianas'];Calle de La Reina, 39, 28004 Madrid España;['32', '31', '66', '135', '107'];
La Tia Juana Atocha;24;5;1.292;nan;['Comidas', ' Cenas'];nan;C. de Atocha, 74,, 28012 Madrid España;['0', '0', '1', '1', '17'];
Aqui Santona;44;4,5;1.313;['10', '30'];['Mediterránea', ' Española', ' Contemporánea'];['Comidas', ' Cenas'];Calle San Bernardo, 28 Local, 28015 Madrid España;['0', '0', '2', '5', '29'];
Luarques;148;4;1.314;nan;['Española'];nan;Calle Ventura de La Vega 16, 28014 Madrid España;['8', '4', '13', '47', '63'];
Monsieur Sushita;274;4;1.315;['19', '28'];['Japonesa', ' Sushi', ' Asiática'];['Opciones vegetarianas', ' Opciones veganas', ' Opciones sin gluten'];Calle Velazquez 68, 28006 Madrid España;['26', '21', '27', '65', '100'];
Saint-germain Wine Bar;39;4,5;1.316;['20', '40'];['Francesa', ' Vinoteca', ' Marisco', ' Europea', ' Bares para comer'];['Comidas', ' Cenas', ' Bebidas'];Calle Cochabamba 21, 28016 Madrid España;['1', '0', '2', '2', '22'];
Taberna Angosta;74;4,5;1.317;['3', '10'];['Mediterránea', ' Española'];['Opciones veganas', ' Opciones sin gluten'];Calle Mancebos 6 La Latina, 28005 Madrid España;['1', '1', '2', '11', '48'];
Goiko - Conde de Peñalver;653;4;1.318;['10', '21'];['Americana', ' Barbacoa'];['Comidas', ' Cenas'];Calle Conde de Penalver, 41, 28006 Madrid España;['76', '47', '74', '186', '252'];
patacon pisao;240;4;1.319;nan;['Caribeña', ' Sudamericana', ' Colombiana', ' Latina'];nan;Calle Delicias 10, 28045 Madrid España;['13', '16', '36', '86', '72'];
La Colmada;87;4,5;1.342;['3', '14'];['Mediterránea', ' Española', ' Vinoteca'];['Comidas', ' Cenas', ' Abierto hasta tarde', ' Bebidas'];Calle Espíritu Santo 19 Malasaña, 28004 Madrid España;['2', '2', '2', '20', '45'];
La Cava de Illan;215;4;1.343;nan;['Mediterránea', ' Española'];nan;Calle Cava Baja 16, 28005 Madrid España;['8', '10', '14', '43', '49'];
Zest Recoletos;287;4;1.344;['25', '30'];['Internacional', ' Saludable', ' Mediterránea', ' Española'];['Comidas', ' Cenas'];Calle Recoletos 10, 28001 Madrid España;['34', '22', '33', '50', '139'];
La Carboneria;316;4;1.345;['8', '16'];['Española', ' Mediterránea'];['Comidas', ' Cenas', ' Brunch', ' Abierto hasta tarde'];Calle Coloreros, 5 28013, 28013 Madrid España;['20', '7', '10', '41', '102'];
Hamachi Sushi;52;4,5;1.346;nan;['Japonesa', ' Sushi', ' Fusión', ' Saludable', ' Asiática'];nan;Calle del Cardenal Tavera 2, 28050 Madrid España;['0', '2', '0', '16', '33'];
Restaurante Mama Campo;664;3,5;1.347;nan;['Mediterránea', ' Europea', ' Española', ' Saludable'];nan;Calle Trafalgar 22 Plaza Olavide 28010, 28010 Madrid España;['71', '57', '100', '171', '213'];
BaniBanoo;253;4;1.348;nan;['Persa', ' De Oriente Medio'];nan;Calle Martires Concepcionistas 19, 28006 Madrid España;['15', '14', '37', '83', '89'];
Nodrama;35;4,5;1.369;nan;['Internacional', ' Contemporánea', ' Europea'];nan;Calle De Zurbano 67 Local Comercial, 28010 Madrid España;['0', '2', '0', '2', '16'];
Mesón Restaurante EL SEGOVIANO;181;4;1.371;nan;['Española', ' Asador', ' Comedor', ' Mediterránea'];nan;Avenida Ciudad de Barcelona, 108 LOC, 28007 Madrid España;['10', '5', '13', '60', '75'];
Kirei;283;4;1.372;nan;['Japonesa', ' Sushi', ' Asiática'];nan;Aeropuerto Barajas Terminal 4. Planta 1 Terminal T4, 28042 Madrid España;['15', '13', '23', '82', '92'];
Restaurante Viavelez;277;4;1.373;nan;['Española', ' Mediterránea', ' Europea'];nan;Avenida General Peron 10, 28020 Madrid España;['11', '18', '34', '104', '97'];
Marta; Cariño!;118;4,5;1.374;['10', '30'];['Opciones vegetarianas', ' Opciones sin gluten'];['Bebidas'];Calle Silva 4, 28013 Madrid España;['6', '2', '9', '25', '63']
La nieta;100;4,5;1.375;['10', '40'];['Mediterránea', ' Española'];['Comidas', ' Cenas', ' Desayuno'];Calle libertad, 25 Chueca, 28004 Madrid España;['2', '1', '7', '19', '42'];
Makkila Núñez de Balboa;421;4;1.376;['10', '20'];['Mediterránea', ' Europea', ' Española', ' Pub restaurante'];['Opciones vegetarianas', ' Opciones veganas', ' Opciones sin gluten'];Núñez de balboa, 75, 28006 Madrid España;['44', '29', '51', '85', '202'];
Piu di Prima;329;4;1.399;['28', '40'];['Italiana', ' Mediterránea', ' Europea'];['Opciones vegetarianas', ' Opciones veganas'];Paseo Pintor Rosales 30, 28008 Madrid España;['21', '18', '38', '96', '121'];
Ecocentro Bio-bufé;268;4;1.400;['12', '25'];['Saludable', ' Mediterránea', ' Europea'];['Opciones vegetarianas', ' Opciones veganas', ' Opciones sin gluten'];Calle Esquilache, 2, 28003 Madrid España;['13', '20', '44', '101', '76'];
Cuevas El Secreto;336;4;1.401;nan;['Mediterránea', ' Europea', ' Española'];nan;Calle BARCELONA, 2, 28012 Madrid España;['21', '17', '37', '89', '62'];
La Máquina Chamberí;919;3,5;1.402;nan;['Mediterránea', ' Española'];nan;Calle Ponzano 39-41, 28003 Madrid España;['70', '70', '166', '308', '222'];
Josemi Food & Beer;51;4,5;1.403;nan;['Española'];nan;Calle del Marques de Valdeiglesias 2, 28004 Madrid España;['0', '0', '3', '6', '20'];
Restaurante Lan Lan Madrid;197;4;1.404;nan;['Asiática', ' Sushi', ' Fusión'];nan;Avenida Andes 25, 28043 Madrid España;['9', '11', '39', '58', '63'];
Empanadas Malvón;25;5;1.405;['2', '38'];['Argentina'];['Comidas', ' Cenas', ' Desayuno', ' Bebidas'];Calle de Bravo Murillo, 250, 28020 Madrid España;['0', '0', '0', '0', '23'];
Yue Lai;145;4;1.427;nan;['China', ' Asiática', ' Sopas'];nan;Calle Hermosilla 101, 28006 Madrid España;['3', '6', '16', '59', '40'];
de Pura Cepa;156;4;1.428;nan;['Mediterránea', ' Española', ' Europea'];nan;Calle Fuente del Berro 31, 28009 Madrid España;['3', '9', '12', '50', '69'];
Taberna Aránzazu;188;4;1.429;['10', '35'];['Española', ' Tienda gourmet', ' Contemporánea', ' Bar', ' Pub'];['Opciones vegetarianas', ' Opciones sin gluten'];Calle de Francisco Silvela, 96, 28002 Madrid España;['11', '5', '18', '69', '77'];
Rioja Nos Madrid;127;4,5;1.430;nan;['Mediterránea', ' Española'];nan;Calle de toledo 122, 28005 Madrid España;['4', '5', '12', '27', '59'];
Thai Long Restaurant;127;4;1.431;['25', '30'];['Tailandesa', ' Asiática'];['Opciones vegetarianas', ' Opciones veganas'];Calle Fernan Gonzalez, 37, 28009 Madrid España;['3', '6', '17', '23', '53'];
Cinco Jotas Padre Damián;285;4;1.432;['25', '35'];['Mediterránea', ' Europea', ' Española'];['Opciones sin gluten'];Calle Padre Damián, 42, 28036 Madrid España;['14', '15', '41', '56', '113'];
Cuenllas;176;4;1.433;nan;['Mediterránea', ' Europea', ' Española', ' Vinoteca'];nan;Calle Ferraz 5, 28008 Madrid España;['5', '9', '8', '58', '77'];
Zuma Madrid;106;4;1.455;['75', '170'];['Japonesa', ' Sushi', ' Asiática', ' Saludable', ' Asador', ' Bares para comer'];['Opciones sin gluten'];Paseo de la Castellana 2, 28046 Madrid España;['6', '2', '11', '10', '35'];
Ramen Shifu La Latina;106;4,5;1.457;['10', '20'];['Japonesa', ' Asiática'];['Opciones vegetarianas', ' Opciones veganas'];Calle de Toledo 24, 28005 Madrid España;['6', '4', '5', '20', '52'];
Café Viena;297;4;1.456;['8', '25'];['Mediterránea', ' Europea', ' Española'];['Opciones vegetarianas', ' Opciones sin gluten'];Calle Luisa Fernanda 23, 28008 Madrid España;['17', '12', '31', '78', '53'];
Gaztemanu;184;4;1.459;nan;['Española', ' Restaurante de carne', ' Mediterránea'];nan;Calle Jerónima Llorente, 66, 28039 Madrid España;['10', '6', '18', '64', '81'];
Lima Limón;137;4;1.458;nan;['Peruana', ' Latina'];nan;Calle Pio Baroja 7, 28009 Madrid España;['5', '7', '11', '43', '65'];
LUX Madrid;316;4;1.460;['30', '100'];['Mediterránea', ' Española'];['Opciones vegetarianas', ' Opciones veganas', ' Opciones sin gluten'];Calle de Jorge Juan 22, 28001 Madrid España;['18', '27', '52', '75', '100'];
Casa Antón;421;4;1.461;nan;['Mediterránea', ' Europea', ' Española'];nan;Calle Mayor 63, 28013 Madrid España;['26', '16', '33', '81', '136'];
El Escondite de Villanueva;336;3,5;1.483;nan;['Mediterránea', ' Europea', ' Española'];nan;Villanueva, 26, 28001 Madrid España;['20', '27', '58', '130', '75'];
The Toast Cafe;299;4;1.484;['7', '19'];['Café', ' Americana'];['Opciones vegetarianas', ' Opciones veganas', ' Opciones sin gluten'];Calle Fernando El Catolico 50, 28015 Madrid España;['12', '30', '47', '72', '91'];
La Tasca Del Retiro;111;4;1.485;['11', '18'];['Mediterránea', ' Española'];['Comidas', ' Cenas', ' Abierto hasta tarde', ' Bebidas'];Av. de Menéndez Pelayo 11, 28009 Madrid España;['7', '6', '6', '31', '48'];
Museo del Jamon;361;4;1.486;nan;['Bar', ' Mediterránea', ' Española'];nan;Carrera San Jeronimo 6 Calle De La Victoria, 28014 Madrid España;['22', '8', '39', '62', '42'];
Sushi Yakuza;193;4;1.487;['10', '15'];['Japonesa', ' Sushi', ' Asiática'];['Opciones vegetarianas', ' Opciones veganas', ' Opciones sin gluten'];Calle María de Molina, 16, 28006 Madrid España;['16', '8', '19', '37', '98'];
Mughul;279;4;1.488;nan;['India', ' Asiática', ' Balti'];nan;Calle San Bernardino 10, 28015 Madrid España;['16', '7', '30', '104', '89'];
La Tasquita de Enfrente;654;3,5;1.489;nan;['Mediterránea', ' Europea', ' Española', ' Saludable'];nan;Calle Ballesta 6, 28004 Madrid España;['64', '74', '99', '136', '212'];
Cava Baja 17;472;3,5;1.511;nan;['Bar', ' Europea', ' Española'];nan;Calle Cava Baja, 17, 28005 Madrid España;['46', '22', '34', '87', '87'];
silk and soya;393;4;20;['35', '83'];['Japonesa', ' Sushi', ' Española', ' Asiática', ' Tailandesa', ' Fusión'];['Opciones vegetarianas', ' Opciones veganas', ' Opciones sin gluten'];avda la ermita CC La Vega Centro Comercial La Vega, 28108 Alcobendas España;['31', '29', '68', '101', '146'];
Restaurante Abya;43;4,5;1.512;nan;['Latina', ' Internacional', ' Mediterránea', ' Española'];nan;C/ de José Ortega y Gasset, 32 Palacio de Saldaña, 28006 Madrid España;['2', '1', '1', '4', '26'];
Alfredo's Barbacoa;818;3,5;1.513;['15', '30'];['Americana', ' Comida rápida', ' Barbacoa'];['Comidas', ' Cenas', ' Abierto hasta tarde', ' Bebidas'];Calle Lagasca, 5 LOC, 28001 Madrid España;['75', '63', '147', '284', '212'];
Lateral Fuencarral;1052;3,5;1.514;nan;['Mediterránea', ' Europea', ' Española', ' Barbacoa'];nan;Calle Fuencarral 43, 28004 Madrid España;['77', '70', '127', '274', '182'];
Min 1947;34;4,5;1.515;['24', '38'];['China', ' Asiática'];['Comidas', ' Cenas'];Calle del Caballero de Gracia, 22, 28013 Madrid España;['0', '1', '0', '8', '21'];
La Minoterie;79;4,5;1.516;['6', '20'];['Francesa', ' Saludable', ' Vinoteca'];['Opciones vegetarianas', ' Opciones sin gluten'];Calle Encomienda 23 Local 1, 28012 Madrid España;['3', '2', '4', '23', '37'];
Pizzeria Nuns;25;5;1.540;['8', '14'];['Pizza', ' Europea', ' Saludable', ' Italiana', ' Mediterránea'];['Comidas', ' Cenas', ' Bebidas'];Calle de la Infanta Mercedes 103, 28020 Madrid España;['0', '0', '0', '1', '20'];
Urban Poke Bar - Diversia;33;5;21;['9', '14'];['Comida rápida', ' Saludable', ' Hawaiana'];['Opciones vegetarianas', ' Opciones veganas'];Avenida De Bruselas, 21 Local 12b, 28108 Alcobendas España;['1', '0', '1', '2', '29'];
Sanissimo Gran Via;48;4,5;1.541;['8', '11'];['Saludable'];nan;Calle del Barco 8, 28004 Madrid España;['2', '1', '1', '7', '16'];
Burela;86;4;1.542;nan;['Marisco', ' Española'];nan;Calle del Nardo, 2 BAJO;;
As Fontes;188;4;1.543;['10', '20'];['Mediterránea'];['Opciones sin gluten'];Calle General Lacy 10, 28045 Madrid España;['12', '7', '21', '67', '46'];
El Cacique;271;4;1.544;nan;['Mediterránea', ' Española', ' Asador', ' Argentina'];nan;Calle Padre Damian 47, 28036 Madrid España;['16', '19', '39', '109', '73'];
Restaurante MIKUNA;63;4,5;1.545;['10', '30'];['Peruana'];['Opciones vegetarianas'];Calle Galileo 56, 28015 Madrid España;['2', '4', '1', '13', '36'];
Magasand;155;4;1.568;nan;['Mediterránea', ' Europea'];nan;Travesia de San Mateo 16 Final de Hortaleza con Santa Bárbara, 28004 Madrid España;['5', '5', '11', '63', '47'];
Restaurante Colósimo;141;4;1.569;['10', '100'];['Española'];['Opciones vegetarianas'];Calle José Ortega y Gasset 67 Esta haciendo esquina, 28006 Madrid España;['11', '10', '11', '45', '59'];
El Horreo Asturiano;287;4;1.570;nan;['Mediterránea', ' Europea', ' Española'];nan;Calle Doctor Fleming 52 Chamartín, 28036 Madrid España;['13', '21', '37', '121', '75'];
Restaurante Chincha Internacional;192;4;1.571;nan;['Peruana', ' Latina', ' Sudamericana'];nan;Calle Melendez Valdes 7, 28015 Madrid España;['8', '14', '29', '69', '63'];
Restaurante Cervecería El Parador;68;4,5;1.572;['9', '23'];['Mediterránea', ' Española'];['Opciones vegetarianas', ' Opciones veganas', ' Opciones sin gluten'];Calle Seco 14, 28007 Madrid España;['4', '0', '4', '5', '48'];
Muchi Fusion Food;144;4;1.574;['10', '35'];['Japonesa', ' Sushi', ' Asiática', ' China', ' Fusión'];['Opciones vegetarianas', ' Opciones veganas', ' Opciones sin gluten'];Calle Montearagon 9 Esquina Lopez de Hoyos 327, 28033 Madrid España;['9', '3', '9', '50', '71'];
