Teckel Madrid;852;4;515;['25', '30'];['Mediterránea', ' Europea', ' Española'];['Opciones vegetarianas', ' Opciones veganas', ' Opciones sin gluten'];Avenida Concha Espina 55, 28016 Madrid España;['64', '42', '87', '191', '452'];
Ristorante Reginella;680;4;516;nan;['Italiana', ' Pizza', ' Mediterránea', ' Europea', ' Napolitana', ' De Campania', ' Del sur de Italia'];nan;Modesto Lafuente, 76, 28003 Madrid España;['30', '29', '57', '125', '267'];
Gancho y Directo;340;4,5;5;nan;['Comida rápida'];nan;28223 C/ Barlovento 1,C.C. Zoco de Pozuelo (Local 148), 28223 Pozuelo de Alarcón España;['9', '12', '29', '96', '192'];
New York Burger Castellana;696;4;517;['15', '25'];['Americana', ' Barbacoa', ' Asador'];['Opciones vegetarianas', ' Opciones sin gluten'];Paseo Castellana 89, 28046 Madrid España;['35', '26', '63', '223', '326'];
Prada a Tope;545;4;518;nan;['Europea', ' Española'];nan;Calle Principe 11, 28012 Madrid España;['13', '21', '42', '141', '187'];
Casa Paco;452;4,5;519;nan;['Mediterránea', ' Europea', ' Española'];nan;Calle Altamirano 38, 28008 Madrid España;['19', '5', '35', '119', '205'];
Jauja Café;126;4,5;520;['4', '18'];['Mediterránea', ' Española', ' Saludable', ' Fusión'];['Opciones veganas', ' Opciones sin gluten'];Calle Encomienda 22, 28012 Madrid España;['2', '1', '1', '9', '79'];
Restaurante Himalaya Tandoori;232;4,5;2;['10', '18'];['India', ' Nepalí'];['Opciones vegetarianas', ' Opciones veganas'];Calle del Cipres 10 Leganes, Madrid, 28918 Leganés España;['4', '3', '20', '78', '118'];
Tablao Flamenco 1911;839;4;543;['20', '50'];['Mediterránea', ' Española'];['Opciones vegetarianas'];Plaza Santa Ana 15 5 minutes walking from Puerta del Sol, 28012 Madrid España;['21', '19', '32', '100', '176'];
Empanadas Malvón;51;5;544;nan;['Argentina', ' Sudamericana'];nan;Calle Gravina 10, 28004 Madrid España;['0', '0', '0', '0', '38'];
Mercado de San Miguel;34.360;4;545;nan;['Bar', ' Mediterránea', ' Sushi', ' Europea', ' Española'];nan;Plaza de San Miguel s/n, 28005 Madrid España;['406', '859', '2.958', '6.255', '7.474'];
La Mano de Pablo;403;4;546;nan;['Restaurante de carne', ' Asador'];nan;Calle de Frómista, 14 Las Tablas, 28050 Madrid España;['12', '11', '46', '148', '163'];
La Nena;134;4,5;547;['25', '35'];['Mediterránea', ' Española', ' Saludable', ' Contemporánea'];['Desayuno', ' Comidas', ' Cenas', ' Brunch', ' Abierto hasta tarde', ' Bebidas'];Calle Torrrecilla Del Puerto 5 Local 4 y 6, 28043 Madrid España;['4', '5', '3', '8', '112'];
Le Qualitè Tasca;314;4,5;548;nan;['Mediterránea', ' Europea', ' Española', ' Vinoteca', ' Fusión'];nan;Calle de Ponzano, 48 Chamberi, 28003 Madrid España;['11', '8', '38', '67', '175'];
Yugo the Bunker;342;4,5;572;['125', '165'];['Japonesa', ' Sushi', ' Asiática', ' Saludable'];['Opciones sin gluten'];Calle San Blas 4, 28014 Madrid España;['15', '9', '19', '39', '218'];
Taberna El Rincon De Jose;213;4,5;573;nan;['Mediterránea', ' Española'];nan;Calle DUQUE DE MEDINACELI, 12 LOCAL, 28014 Madrid España;['5', '5', '10', '46', '108'];
Restaurante El Senador;398;4;574;nan;['Mediterránea', ' Española'];nan;Plaza Marina Espanola 2, 28013 Madrid España;['17', '4', '17', '72', '144'];
QUIMBAYA by Edwin Rodríguez;99;4,5;575;['95', '145'];['Colombiana', ' Internacional', ' Contemporánea'];['Comidas', ' Cenas', ' Bebidas'];Calle Zurbano, 63, 28010 Madrid España;['4', '1', '1', '7', '65'];
Buenas y Santas;297;4,5;576;['15', '30'];['Latina', ' Saludable', ' Argentina'];['Opciones vegetarianas', ' Opciones veganas', ' Opciones sin gluten'];Calle De Bolívar, 9, 28045 Madrid España;['10', '2', '24', '113', '132'];
Taberna la Ilustracion;141;4,5;577;nan;['Mediterránea', ' Española'];nan;Calle Pedro Rico 41, 28029 Madrid España;['1', '2', '8', '15', '105'];
Lab '84;75;5;578;nan;['Italiana', ' Mediterránea', ' Siciliana', ' Del sur de Italia', ' Pizza', ' Saludable'];nan;Calle de la Puebla 9, 28004 Madrid España;['2', '0', '1', '2', '38'];
Taberna Cosme;342;4,5;601;nan;['Mediterránea', ' Europea', ' Española'];nan;Calle Duque de Sesto 25, 28009 Madrid España;['10', '8', '19', '122', '162'];
Asgaya;534;4;602;nan;['Mediterránea', ' Europea', ' Española'];nan;Calle Doctor Fleming 52, 28036 Madrid España;['21', '21', '66', '206', '195'];
Bar Galleta;1093;4;603;['20', '35'];['Mediterránea', ' Europea', ' Española', ' Internacional'];['Opciones vegetarianas', ' Opciones veganas', ' Opciones sin gluten'];Corredera Baja de San Pablo 31, 28004 Madrid España;['45', '44', '151', '372', '398'];
Honest Greens Castellana;772;4;604;['7', '12'];['Mediterránea', ' Europea', ' Saludable'];['Opciones veganas', ' Opciones vegetarianas', ' Opciones sin gluten'];Paseo de la Castellana, 89 enfrente de Torre Picasso, 28046 Madrid España;['48', '41', '64', '168', '309'];
El Neru;1110;4;605;nan;['Europea', ' Española'];nan;Calle Bordadores 5, 28013 Madrid España;['42', '47', '111', '346', '405'];
RESTAURANTE DOLCE VITA COSLADA;409;4;2;nan;['Fusión', ' Vinoteca', ' Mediterránea', ' Europea', ' Española'];nan;Calle Venezuela 1, 28823 Coslada España;['38', '17', '27', '91', '231'];
Malacatin;1200;4;606;['10', '30'];['Mediterránea', ' Española'];['Opciones sin gluten'];Calle Ruda 5 next to Plaza de Cascorro, 28005 Madrid España;['51', '30', '72', '295', '463'];
El Corte Ingles;962;4;629;nan;['Italiana', ' Mediterránea', ' Europea', ' Española'];nan;Plaza Callao 2, 28013 Madrid España;['41', '11', '72', '216', '226'];
Maricastana Bar & Kitchen;915;4;628;nan;['Mediterránea', ' Europea', ' Española'];nan;Corredera Baja de San Pablo 12, 28004 Madrid España;['38', '47', '139', '307', '267'];
dNorte;374;4;630;['10', '20'];['Mediterránea', ' Europea', ' Española'];['Opciones vegetarianas', ' Opciones sin gluten'];Calle Mesonero Romanos, 8, 28013 Madrid España;['13', '7', '33', '90', '121'];
Burmet;89;4,5;631;['7', '45'];['Mexicana', ' Americana', ' Barbacoa'];['Comidas', ' Cenas', ' Bebidas'];Calle de Luis Vives 9, 28002 Madrid España;['3', '0', '0', '18', '64'];
Las Reses;213;4,5;632;['38', '80'];['Restaurante de carne', ' Española'];['Opciones sin gluten'];Calle Orfila, 3 BAJO;;
Saona Balboa;642;4;633;['12', '20'];['Mediterránea', ' Española', ' Internacional', ' Contemporánea', ' Fusión'];['Opciones vegetarianas', ' Opciones veganas', ' Opciones sin gluten'];Calle General Oraa 38, 28006 Madrid España;['47', '23', '38', '183', '330'];
Gioia;385;4,5;634;['65', '80'];['Italiana', ' Mediterránea', ' Saludable', ' Europea'];['Opciones vegetarianas', ' Opciones veganas'];San Bartolome 23, 28004 Madrid España;['6', '14', '19', '88', '159'];
Da Nicola Gran Vía;822;4;658;nan;['Italiana', ' Pizza', ' Mediterránea', ' Europea', ' Toscana', ' Romana', ' Del Lacio', ' Del centro de Italia'];nan;Plaza Mostenses, 11 LOCAL, 28015 Madrid España;['27', '43', '89', '259', '280'];
Quenco;199;4,5;659;['47', '75'];['Mediterránea', ' Europea', ' Española'];['Opciones vegetarianas', ' Opciones veganas', ' Opciones sin gluten'];Avenida Alberto Alcocer 26, 28036 Madrid España;['3', '3', '8', '76', '94'];
Sushita Café - Miguel Ángel;648;4;660;['15', '25'];['Japonesa', ' Sushi', ' Asiática', ' Fusión', ' Saludable'];['Opciones vegetarianas', ' Opciones veganas', ' Opciones sin gluten'];Calle Miguel Angel 11 esquina Paseo del General Martínez Campos, 28010 Madrid España;['42', '22', '56', '252', '228'];
En Busca Del Tiempo;554;4;662;nan;['Española'];nan;Calle Barcelona 4, 28012 Madrid España;['28', '16', '46', '159', '137'];
La Charca;361;4;661;nan;['Mediterránea', ' Europea', ' Española'];nan;Calle de Juan Alvarez Mendizabal 7, 28008 Madrid España;['9', '10', '43', '132', '114'];
Restaurante Aitatxu;81;4,5;663;['38', '47'];['Mediterránea', ' Europea', ' Internacional'];['Comidas', ' Cenas'];Calle Claudio Coello 122, 28006 Madrid España;['0', '1', '3', '10', '64'];
Prep' La Crêpe;316;4,5;664;nan;['Francesa', ' Europea'];nan;Calle de Génova, 28004 Madrid España;['10', '10', '18', '86', '159'];
Dudua Palacio;393;4;687;['12', '45'];['Europea'];['Opciones vegetarianas', ' Opciones veganas', ' Opciones sin gluten'];Cuesta San Vicente 2 Junto a la Plaza de España, 28008 Madrid España;['15', '11', '26', '73', '161'];
La Canica;680;4;688;['20', '70'];['Española'];['Opciones vegetarianas', ' Opciones veganas', ' Opciones sin gluten'];Avda. de los Andes, 25, 28043 Madrid España;['18', '37', '87', '225', '253'];
Vaca Nostra;576;4;689;nan;['Restaurante de carne', ' Europea', ' Española', ' Internacional'];nan;Paseo de la Castellana, 257, 28029 Madrid España;['30', '24', '64', '183', '204'];
Zielou;725;4;695;nan;['Internacional', ' Mediterránea', ' Europea', ' Española', ' Fusión'];nan;Plaza Estación de Chamartín s/n Estacion de Chamartin, s/n, 28036 Madrid España;['78', '47', '62', '110', '403'];
Lamucca de Almagro;951;4;691;nan;['Internacional', ' Mediterránea', ' Europea', ' Española'];nan;Calle Almagro 3, 28010 Madrid España;['46', '47', '112', '273', '365'];
Queen Burger Gourmet;288;4;690;['13', '26'];['Italiana', ' Española'];['Opciones sin gluten'];C\ San Modesto 34, 28034 Madrid España;['10', '11', '31', '102', '124'];
Sushi By Us;35;5;692;['35', '75'];['Japonesa', ' Sushi', ' Peruana', ' Sudamericana'];['Comidas', ' Cenas'];Calle Lopez de Hoyos, 9, 28006 Madrid España;['0', '0', '0', '1', '32'];
Torikey;335;4,5;717;['15', '50'];['Japonesa'];['Opciones sin gluten'];Plaza del Descubridor Diego de Ordás, 2, 28003 Madrid España;['9', '12', '17', '73', '205'];
El Rincón De Jaén V;654;4;716;nan;['Mediterránea', ' Española'];nan;Calle Don Ramón De La Cruz, 101, 28006 Madrid España;['35', '32', '70', '222', '209'];
Kai Thai;148;5;720;['10', '30'];['Asiática', ' Tailandesa', ' Saludable'];['Opciones vegetarianas', ' Opciones veganas'];Calle de la Princesa 13 Local 3, 28008 Madrid España;['0', '0', '3', '11', '96'];
Restaurante Hnos Míguez;46;5;718;['10', '20'];['Mediterránea', ' Española'];['Opciones vegetarianas'];Calle Herminio Puertas 10, 28011 Madrid España;['0', '0', '0', '3', '41'];
LUKE;175;4,5;719;['65', '100'];['Asiática', ' Coreana', ' Fusión'];['Opciones sin gluten'];Calle Bárbara de Braganza, 2, 28004 Madrid España;['9', '6', '5', '32', '115'];
Lubora Madrid Bistro;318;4,5;721;nan;['Mediterránea', ' Española'];nan;C. Mariano Barbacid 12 Boadilla del Monte, 28660 Madrid España;['5', '6', '31', '78', '190'];
Txistu;1010;4;722;['35', '141'];['Restaurante de carne', ' Mediterránea', ' Europea', ' Española'];['Opciones vegetarianas', ' Opciones sin gluten'];Plaza Angel Carbajo 6, 28020 Madrid España;['56', '50', '129', '326', '320'];
Alcaravea castello;244;4,5;747;nan;['Mediterránea', ' Europea', ' Española'];nan;Calle Castello 83, 28006 Madrid España;['7', '0', '11', '70', '148'];
Lamucca de Prado;1952;4;745;nan;['Italiana', ' Internacional', ' Mediterránea', ' Europea'];nan;Calle Prado 16, 28014 Madrid España;['66', '82', '184', '516', '522'];
Cuando Sali de Cuba;375;4;746;nan;['Cubana', ' Centroamericana'];nan;Calle Ternera 4, 28013 Madrid España;['13', '9', '38', '80', '175'];
Casa Lobo;94;4,5;748;['25', '40'];['Española', ' Internacional', ' Mediterránea', ' Fusión', ' Bares para comer'];['Cenas', ' Comidas', ' Bebidas'];C/ Echegaray 8, 28014 Madrid España;['3', '4', '1', '9', '57'];
Vinoteca Barbechera;695;4;750;['3', '24'];['Española'];['Opciones vegetarianas', ' Opciones veganas', ' Opciones sin gluten'];C/ Principe, 27 Plaza de Santa Ana, 28014 Madrid España;['31', '17', '68', '162', '154'];
La Elegida;141;4,5;749;['14', '38'];['Mediterránea', ' Española'];['Opciones veganas', ' Opciones sin gluten'];Calle Trafalgar 15, 28010 Madrid España;['5', '3', '10', '20', '100'];
Tsukiji sushi bar;136;4,5;751;['25', '50'];['Japonesa', ' Sushi', ' Asiática'];['Opciones vegetarianas', ' Opciones veganas', ' Opciones sin gluten'];Calle Silvano 92 Frente al Palacio de Hielo, 28043 Madrid España;['1', '1', '10', '23', '88'];
Taqueria La Lupita;684;4;771;nan;['Mexicana', ' Latina'];nan;Calle Villanueva 15, 28001 Madrid España;['26', '33', '99', '279', '179'];
Cafeteria HD;690;4;772;['12', '24'];['Bar', ' Café', ' Europea', ' Española'];['Opciones vegetarianas', ' Opciones veganas', ' Opciones sin gluten'];Calle Guzman El Bueno 67, 28015 Madrid España;['32', '31', '91', '273', '240'];
TATEL Madrid;2764;4;774;nan;['Mediterránea', ' Europea', ' Española', ' Internacional'];nan;Paseo de la Castellana, 36, 28046 Madrid España;['198', '208', '393', '636', '878'];
Asador Cristobal;275;4,5;773;['42', '140'];['Restaurante de carne', ' Española', ' Asador'];['Opciones sin gluten'];Calle Pinos Alta 23, 28029 Madrid España;['11', '12', '24', '53', '162'];
LaVeronica;524;4;775;['15', '38'];['Opciones vegetarianas', ' Opciones veganas', ' Opciones sin gluten'];['Para llevar', ' Reservas', ' Sirve alcohol', ' Vino y cerveza', ' Acepta American Express', ' Acepta Visa', ' Wifi gratuito', ' Acepta tarjetas de crédito', ' Servicio de mesa'];Calle Moratin, 38, 28014 Madrid España;['22', '26', '46', '118', '178'];
Kappo;356;4;776;nan;['Japonesa', ' Sushi', ' Asiática'];nan;Breton De Los Herreros, 54, 28003 Madrid España;['20', '19', '29', '58', '211'];
SUKALDEA ATOTXA Madrid;331;4,5;780;['4', '42'];['Mediterránea', ' Europea', ' Española', ' Contemporánea', ' Fusión'];['Opciones vegetarianas', ' Opciones veganas', ' Opciones sin gluten'];Calle del Doctor Drumen 3, 28012 Madrid España;['6', '4', '10', '34', '132'];
Tasca La Farmacia;408;4;800;['5', '30'];['Mediterránea', ' Europea', ' Española'];['Opciones vegetarianas', ' Opciones veganas'];Calle del Poeta Joan Maragall, 19 Calle Poeta Joan Maragall 19, 28020 Madrid España;['12', '14', '52', '148', '103'];
Arrocería El Trato Gastrobar;175;4,5;802;['20', '45'];['Mediterránea', ' Española', ' Saludable', ' Europea'];['Opciones vegetarianas', ' Opciones veganas', ' Opciones sin gluten'];Calle de Fernando El Católico 15, 28015 Madrid España;['11', '4', '10', '7', '107'];
Ópera Victoria Restaurante;341;4;803;nan;['Mediterránea'];nan;Calle Canos del Peral 2 Pza Isabel II, 28013 Madrid España;['19', '12', '22', '54', '75'];
Diaz y Larrouy;136;4,5;805;nan;['Española', ' Vinoteca', ' Mediterránea', ' Europea'];nan;Calle Cava Baja 6, 28005 Madrid España;['1', '2', '4', '26', '72'];
Quinqué Madrid Restaurante;107;4,5;804;['25', '35'];['Mediterránea', ' Europea', ' Española', ' Contemporánea'];['Opciones vegetarianas'];Calle Apolonio Morales 3, 28036 Madrid España;['2', '1', '11', '22', '69'];
Vinolio Restaurante & Bar;305;4;3;['15', '25'];['Española', ' Mediterránea', ' Europea'];['Opciones vegetarianas', ' Opciones veganas', ' Opciones sin gluten'];Paseo de las Acacias 1, 28821 Coslada España;['14', '9', '23', '123', '132'];
Pez Tortilla;219;4,5;807;['2', '21'];['Pub con cerveza artesanal', ' Bar', ' Mediterránea', ' Europea', ' Española'];['Opciones vegetarianas', ' Opciones sin gluten'];Calle Cava Baja 42, 28005 Madrid España;['11', '6', '7', '65', '92'];
BiBo Madrid;2445;4;827;nan;['Mediterránea', ' Europea', ' Española'];nan;Paseo Castellana 52, 28046 Madrid España;['126', '148', '327', '631', '895'];
Canalla Bistro by Ricard Camarena;276;4;828;nan;['Internacional', ' Mediterránea', ' Europea', ' Española'];nan;Calle de Goya 5-7 Planta 1, Platea, 28001 Madrid España;['9', '10', '31', '56', '120'];
Orio Fuencarral;909;4;830;['20', '40'];['Bar', ' Mediterránea', ' Europea', ' Española'];['Opciones vegetarianas'];Calle Fuencarral, 49, 28044 Madrid España;['75', '43', '68', '160', '204'];
Momo;439;4;829;nan;['Mediterránea', ' Europea', ' Española'];nan;Calle Libertad 8, 28004 Madrid España;['20', '21', '60', '133', '138'];
nutnut;75;5;.º 2;['2', '8'];['Saludable', ' Café', ' Tienda gourmet'];['Opciones vegetarianas', ' Opciones veganas'];Calle Bravo Murillo 10, 28015 Madrid España;['0', '2', '1', '7', '56'];
Restaurante La Espanola;663;4;9;['35', '50'];['Mediterránea', ' Europea', ' Española'];['Opciones vegetarianas', ' Opciones sin gluten'];Avenida Juan XXIII 5, 28224 Pozuelo de Alarcón España;['56', '39', '99', '181', '276'];
La Ancha;221;4;832;['31', '127'];['Mediterránea', ' Europea', ' Española'];['Opciones vegetarianas'];Calle Zorrilla 7, 28014 Madrid España;['3', '3', '29', '87', '65'];
Gastrobar Origen;174;4,5;11;nan;['Mediterránea', ' Española'];nan;Calle San Andrés, 3 Local posterior, 28220 Majadahonda España;['5', '9', '9', '38', '113'];
Pirata's;1917;4;8;nan;['Bar', ' Mediterránea', ' Europea', ' Española'];nan;Calle Navales 33, 28923 Alcorcón España;['98', '91', '264', '707', '745'];
El Invernadero de Los Peñotes;531;4;11;['30', '35'];['Mediterránea', ' Europea', ' Española'];['Opciones vegetarianas', ' Opciones veganas', ' Opciones sin gluten'];Carretera de Burgos, 28109 Alcobendas España;['27', '21', '93', '211', '164'];
New York Burger Moraleja Green;166;4,5;12;nan;['Americana'];nan;Avenida de Europa 13 Avda de Europa 10, 28108 Alcobendas España;['9', '9', '9', '29', '106'];
La Pasa Gin Bar;198;4,5;853;nan;['Bar', ' Mediterránea', ' Española'];nan;C/ San Bernardo 73, 28015 Madrid España;['6', '1', '6', '33', '117'];
Tepic;722;4;854;['25', '30'];['Mexicana', ' Centroamericana'];['Opciones vegetarianas', ' Opciones veganas', ' Opciones sin gluten'];Calle Ayala 14, 28001 Madrid España;['37', '41', '109', '267', '203'];
La Tape;526;4;855;['9', '28'];['Española', ' Saludable'];['Opciones vegetarianas', ' Opciones veganas', ' Opciones sin gluten'];Calle San Bernardo 88, 28015 Madrid España;['39', '31', '80', '138', '171'];
O Pazo de Lugo;529;4;877;['15', '35'];['Bar', ' Mediterránea', ' Española'];['Opciones vegetarianas'];Calle Argumosa, 28, 28012 Madrid España;['28', '21', '59', '144', '135'];
Smok Mok;103;4,5;878;['7', '14'];['Japonesa', ' Asiática', ' Street food / Comida en la calle'];['Opciones vegetarianas', ' Opciones veganas', ' Opciones sin gluten'];Calle del Doctor Cortezo 10 Estamos dentro del Yatai Market al fondo del mercado// We are placed inside the Yatai Market, 28012 Madrid España;['1', '2', '5', '11', '80'];
Nagú;185;4,5;879;['20', '40'];['Mediterránea', ' Española', ' Saludable'];['Opciones vegetarianas', ' Opciones veganas', ' Opciones sin gluten'];Calle Fernán González 2, 28009 Madrid España;['7', '4', '13', '27', '123'];
Izariya Madrid;218;4,5;880;['16', '80'];['Sushi', ' Japonesa', ' Asiática'];['Opciones vegetarianas', ' Opciones sin gluten'];Calle Zurbano 63 Gregorio Maranon, 28010 Madrid España;['8', '12', '15', '48', '118'];
MACAO Príncipe;375;4;881;['14', '33'];['Japonesa', ' Europea', ' Española', ' Asiática', ' Sushi'];['Opciones veganas', ' Opciones sin gluten'];Calle del Príncipe, 16 Entre la Plaza de Santa Ana y la Plaza de Canelajas, 28012 Madrid España;['24', '25', '50', '101', '135'];
Sép7ima;177;4,5;882;['25', '55'];['Mediterránea', ' Europea', ' Española'];['Opciones vegetarianas', ' Opciones veganas', ' Opciones sin gluten'];Paseo de la Infanta Isabel 13 Hotel Only YOU Hotel Only YOU Atocha, 28014 Madrid España;['6', '6', '13', '25', '101'];
Bodega de la Ardosa;1367;4;883;['18', '25'];['Bar', ' Mediterránea', ' Española'];['Comidas', ' Cenas', ' Abierto hasta tarde', ' Bebidas'];Calle Colon 13, 28004 Madrid España;['90', '65', '134', '448', '357'];
Acqua In Bocca Trattoria;90;4,5;905;['15', '40'];['Italiana', ' Pizza', ' Mediterránea', ' Europea', ' Napolitana', ' De Campania', ' Toscana', ' Romana', ' Del Lacio', ' Siciliana', ' Del centro de Italia', ' Del sur de Italia'];['Opciones vegetarianas', ' Opciones veganas', ' Opciones sin gluten'];Calle de Arias Montano, 30 entrada por calle Arias Montano 30, 28007 Madrid España;['0', '3', '5', '13', '55'];
LaLina;238;4;906;['6', '25'];['Bar', ' Mediterránea', ' Europea', ' Española'];['Opciones vegetarianas', ' Opciones veganas', ' Opciones sin gluten'];Plaza de La Cebada, 2 Teatro La Latina, 28005 Madrid España;['14', '15', '21', '41', '114'];
Bel Mondo;880;4;907;nan;['Italiana', ' Toscana', ' Siciliana', ' Del centro de Italia', ' Del sur de Italia'];nan;Calle de Velazquez 39, 28001 Madrid España;['80', '69', '101', '122', '352'];
Viva Madrid;129;4,5;908;['15', '30'];['Bar', ' Mediterránea', ' Europea', ' Española'];['Opciones vegetarianas'];Calle Manuel Fernandez y Gonzalez 7, 28014 Madrid España;['2', '5', '5', '13', '34'];
Las Ventas de Velazquez;342;4;3;nan;['Mediterránea', ' Española'];nan;Calle Cedra 37 Getafe Norte Metrosur, Los Espartales. Cerca del Carrefour, 28903 Getafe España;['11', '19', '42', '131', '135'];
Bolivar;363;4;909;['30', '50'];['Mediterránea', ' Europea', ' Española', ' Saludable'];['Opciones sin gluten'];Calle Manuela Malasaña, 28, 28004 Madrid España;['17', '13', '34', '110', '115'];
La Penela;454;4;910;['35', '97'];['Europea', ' Española'];['Opciones vegetarianas', ' Opciones sin gluten'];Calle Infanta Mercedes 98, 28020 Madrid España;['19', '24', '69', '201', '124'];
Restaurante Chino Dragón Oriental;144;4,5;11;['8', '12'];['China', ' Asiática', ' Internacional', ' De Asia central'];['Opciones vegetarianas', ' Opciones veganas', ' Opciones sin gluten'];Calle Porto Colón 8,  Posterior BAJO, 28924 Alcorcón España;['8', '2', '6', '21', '105'];
Masala Darbar;38;5;933;nan;['India', ' Saludable', ' Street food / Comida en la calle', ' Balti', ' De Europa oriental', ' Restaurantes de cerveza'];nan;Calle De Las Huertas 53 Restaurante, 28014 Madrid España;['0', '0', '0', '2', '11'];
La Huella Vegana de Rivas;306;4;5;['15', '20'];['Española', ' Mediterránea'];['Opciones vegetarianas', ' Opciones veganas', ' Opciones sin gluten'];Calle Las Trece Rosas Nº2, 28523 Vaciamadrid España;['13', '15', '34', '114', '128'];
La Carlota;232;4;934;['20', '40'];['Fusión', ' Japonesa', ' Sushi', ' Asiática'];['Comidas', ' Cenas', ' Abierto hasta tarde', ' Bebidas'];Calle del Almirante 11, 28004 Madrid España;['17', '12', '22', '24', '128'];
Café de Oriente;1320;4;935;['25', '65'];['Café', ' Mediterránea', ' Europea', ' Española'];['Opciones vegetarianas', ' Opciones veganas', ' Opciones sin gluten'];Plaza de Oriente 2, 28013 Madrid España;['64', '47', '131', '300', '318'];
Meson Del Boqueron;146;4,5;936;nan;['Mediterránea', ' Española'];nan;Cava de San Miguel, 13, 28005 Madrid España;['3', '5', '7', '15', '56'];
Empanadas Malvón;36;5;13;nan;['Argentina'];nan;Carretera N-VI, Km. 12,500 ECI Pozuelo, 28224 Pozuelo de Alarcón España;['0', '0', '0', '1', '35'];
Onneca;236;4;13;nan;['Mediterránea', ' Española'];nan;Centro Colon Carretera Boadilla 2 Local 29, 28220 Majadahonda España;['7', '6', '19', '92', '110'];
Docamar;916;4;957;['12', '18'];['Bar', ' Mediterránea', ' Española'];['Opciones vegetarianas'];c/ Alcalá 337, 28027 Madrid España;['57', '56', '129', '306', '320'];
Alfredo's Barbacoa;999;4;958;['15', '30'];['Americana', ' Restaurante de carne', ' Barbacoa'];['Comidas', ' Cenas', ' Abierto hasta tarde', ' Bebidas'];Calle Juan Hurtado de Mendoza, 11 BAJO;;
Casa Sotero;134;4,5;960;nan;['Bar', ' Española', ' Mediterránea'];nan;Calle José Castán Tobeñas, 1, 28020 Madrid España;['3', '2', '8', '40', '68'];
Parrilla el Barril;299;4;959;nan;['Restaurante de carne', ' Mediterránea', ' Barbacoa', ' Europea', ' Española', ' Asador'];nan;Calle San Agustin, 13, 28014 Madrid España;['7', '15', '23', '71', '100'];
Alma Matter;103;4,5;961;['10', '20'];['Americana', ' Internacional', ' Fusión', ' Street food / Comida en la calle'];['Comidas', ' Cenas'];Calle de San Bernardo, 97 Metro San Bernardo, 28015 Madrid España;['1', '2', '11', '25', '57'];
Omeraki;85;4,5;962;nan;['Mediterránea', ' Española'];nan;Calle Del Duque De Sesto, 28009 Madrid España;['4', '4', '6', '8', '62'];
Aderezo 37;112;4,5;983;['5', '15'];['Mediterránea', ' Española'];['Opciones vegetarianas', ' Opciones sin gluten'];Marques de Urquijo , 37, 28008 Madrid España;['1', '3', '9', '21', '68'];
Misión Café;88;4,5;984;nan;['Café'];nan;Calle de los Reyes 5, 28015 Madrid España;['1', '1', '3', '13', '24'];
Las Noches de Moscu;449;4;986;nan;['Europea', ' Rusa'];nan;Calle Marques de Santa Ana 37, 28004 Madrid España;['28', '27', '58', '145', '158'];
Aladino;148;4,5;987;nan;['De Oriente Medio', ' Marroquí'];nan;Calle Duque de Liria 2, 28015 Madrid España;['0', '3', '12', '36', '55'];
MEAT;297;4;988;['9', '15'];['Americana', ' Bar', ' Comida rápida'];['Comidas', ' Cenas', ' Abierto hasta tarde'];Calle Santa Teresa 4, 28004 Madrid España;['9', '17', '46', '127', '72'];
Limbo Tribunal;197;4;989;['20', '35'];['Restaurante de carne', ' Barbacoa'];['Comidas', ' Cenas', ' Abierto hasta tarde', ' Bebidas'];Calle de San Mateo 3, 28004 Madrid España;['8', '12', '12', '59', '88'];
Txatei;202;4,5;990;nan;['Japonesa', ' Saludable'];nan;Calle Don Ramon de la Cruz 49, 28001 Madrid España;['11', '3', '9', '63', '107'];
La Tintorería;368;4;1.012;nan;['Mediterránea', ' Europea', ' Española'];nan;Calle Barcelona Espoz y Mina, 20, 28012 Madrid España;['16', '13', '25', '98', '107'];
Go Hyang Mat;132;4,5;1.013;nan;['Asiática', ' Coreana'];nan;Calle Divino Valles, 31, 28045 Madrid España;['1', '1', '9', '40', '67'];
Sa Brisa Madrid;272;4;1.010;['20', '80'];['Mediterránea', ' Española', ' Fusión'];['Opciones vegetarianas', ' Opciones veganas', ' Opciones sin gluten'];Av. de Menéndez Pelayo, 15, 28009 Madrid España;['20', '11', '32', '55', '121'];
Federal Cafe;1018;4;1.015;nan;['Café', ' Europea', ' Saludable'];nan;Plaza Comendadoras 9, 28015 Madrid España;['91', '52', '95', '223', '218'];
Restaurante Raza 7;181;4;1.016;['25', '70'];['Restaurante de carne', ' Mediterránea', ' Española', ' Contemporánea'];['Comidas', ' Cenas'];Calle Galeon 27 Hotel Senator Barajas, 28042 Madrid España;['5', '6', '20', '51', '78'];
Taberna del Alabardero;527;4;1.014;['15', '80'];['Española', ' Europea'];['Opciones vegetarianas', ' Opciones sin gluten'];Calle Felipe V, 6 Número 6, 28013 Madrid España;['26', '26', '53', '116', '132'];
Taberna O Curruncho;100;4,5;1.017;nan;['Española'];nan;Calle de Fomento 36, 28013 Madrid España;['2', '2', '2', '30', '50'];
Cafe De Chinitas;372;4;1.042;['34', '209'];['Mediterránea', ' Europea', ' Española', ' Internacional'];['Bebidas', ' Comidas', ' Cenas'];Torija 7 28013 Madrid, 28013 Madrid España;['11', '15', '44', '88', '79'];
